,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date
173,88893,Female,Loyal Customer,38,Business travel,Business,2955,3,3,3,3,3,5,5,4,4,4,4,3,4,3,0,0.0,satisfied,12/3/2025
174,31244,Female,Loyal Customer,40,Business travel,Business,2806,1,1,1,1,3,1,5,5,5,5,5,5,5,5,0,4.0,satisfied,3/2/2024
175,97762,Male,Loyal Customer,19,Personal Travel,Eco,587,3,4,3,5,1,3,1,1,5,3,5,4,4,1,0,0.0,neutral or dissatisfied,3/18/2025
176,59851,Female,Loyal Customer,61,Business travel,Business,2073,3,3,3,3,4,5,4,4,4,4,4,4,4,5,6,0.0,satisfied,5/20/2024
177,25137,Male,Loyal Customer,44,Personal Travel,Eco,1249,3,4,3,3,5,3,5,5,5,2,3,4,4,5,25,6.0,neutral or dissatisfied,8/4/2025
178,18412,Female,Loyal Customer,22,Personal Travel,Eco,284,3,5,3,1,3,3,3,3,4,5,5,3,5,3,34,35.0,neutral or dissatisfied,12/7/2024
179,87192,Female,disloyal Customer,8,Business travel,Eco,946,2,2,2,2,3,2,3,3,1,5,3,4,3,3,2,0.0,neutral or dissatisfied,1/7/2024
180,127062,Female,Loyal Customer,45,Business travel,Business,3947,3,4,4,4,3,4,4,3,3,3,3,4,3,3,25,16.0,neutral or dissatisfied,6/6/2025
181,112169,Male,Loyal Customer,46,Personal Travel,Eco,895,4,5,4,1,1,4,1,1,2,1,3,3,5,1,40,25.0,satisfied,1/13/2025
182,127798,Female,Loyal Customer,54,Business travel,Business,1634,3,2,5,2,4,4,4,3,3,3,3,3,3,1,90,77.0,neutral or dissatisfied,11/13/2026
183,91778,Male,Loyal Customer,62,Personal Travel,Eco,588,2,1,1,2,1,1,1,1,1,4,3,2,3,1,0,0.0,neutral or dissatisfied,12/21/2026
184,42609,Female,Loyal Customer,25,Business travel,Business,2533,5,5,5,5,2,2,2,2,5,1,2,1,3,2,0,0.0,satisfied,2/5/2024
185,67482,Female,Loyal Customer,32,Personal Travel,Eco,641,3,4,3,2,2,3,2,2,4,5,4,5,4,2,0,0.0,neutral or dissatisfied,1/19/2024
186,91108,Female,Loyal Customer,65,Personal Travel,Eco,581,4,4,4,2,4,4,4,1,1,4,1,4,1,5,1,3.0,neutral or dissatisfied,6/11/2026
187,102318,Male,disloyal Customer,40,Business travel,Business,223,2,2,2,4,2,2,2,2,4,4,4,3,5,2,0,0.0,neutral or dissatisfied,12/13/2024
188,51281,Female,Loyal Customer,30,Business travel,Eco Plus,326,0,0,0,5,2,0,2,2,4,1,3,4,5,2,0,0.0,satisfied,7/11/2024
189,6528,Female,Loyal Customer,67,Personal Travel,Eco,599,3,1,3,2,1,1,2,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied,1/23/2024
190,121232,Male,Loyal Customer,51,Business travel,Business,2075,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0.0,satisfied,10/21/2026
191,72478,Female,Loyal Customer,47,Business travel,Business,964,5,5,4,5,5,4,5,5,5,5,5,4,5,3,1,3.0,satisfied,1/15/2026
192,122788,Female,Loyal Customer,38,Business travel,Eco,599,1,4,4,4,1,1,1,1,2,3,3,3,3,1,8,0.0,neutral or dissatisfied,5/1/2026
193,5528,Male,Loyal Customer,54,Business travel,Business,3138,1,1,1,1,5,5,4,4,4,4,4,3,4,4,0,0.0,satisfied,2/25/2025
194,107726,Female,Loyal Customer,57,Personal Travel,Eco,251,1,5,0,5,3,2,3,1,1,0,3,5,1,3,0,4.0,neutral or dissatisfied,1/6/2024
195,72606,Male,Loyal Customer,13,Personal Travel,Eco,1119,1,5,1,3,2,1,2,2,3,4,4,5,5,2,0,0.0,neutral or dissatisfied,1/27/2026
196,75522,Female,disloyal Customer,20,Business travel,Eco,337,4,0,4,3,4,4,4,4,3,5,4,4,5,4,0,0.0,satisfied,7/4/2025
197,125687,Female,Loyal Customer,45,Business travel,Business,759,2,2,2,2,2,2,1,2,2,2,2,3,2,4,23,94.0,neutral or dissatisfied,10/23/2024
198,79908,Female,Loyal Customer,51,Business travel,Business,2344,2,2,2,2,3,4,5,3,3,3,3,3,3,3,0,0.0,satisfied,6/28/2026
199,117345,Male,disloyal Customer,25,Business travel,Business,296,0,0,0,3,2,0,2,2,4,4,4,5,5,2,0,0.0,satisfied,5/16/2024
200,73465,Female,Loyal Customer,39,Personal Travel,Eco,1005,1,4,2,3,2,1,5,5,2,4,5,5,4,5,168,163.0,neutral or dissatisfied,6/6/2024
201,95851,Female,Loyal Customer,46,Business travel,Business,580,3,3,3,3,3,5,4,4,4,4,4,3,4,5,18,16.0,satisfied,3/10/2025
202,44992,Male,Loyal Customer,53,Business travel,Eco,359,1,3,3,3,1,1,1,1,1,2,3,4,4,1,0,0.0,neutral or dissatisfied,6/3/2024
203,70631,Female,Loyal Customer,61,Personal Travel,Eco,1217,0,4,0,1,5,5,5,4,4,0,4,4,4,4,0,0.0,satisfied,9/25/2024
204,13761,Female,Loyal Customer,61,Business travel,Eco Plus,384,4,5,5,5,3,3,2,4,4,4,4,3,4,5,96,102.0,satisfied,10/4/2026
205,74968,Male,Loyal Customer,16,Personal Travel,Eco,2586,3,5,3,4,4,3,4,4,5,2,4,5,4,4,45,42.0,neutral or dissatisfied,2/5/2025
206,12371,Female,Loyal Customer,44,Business travel,Business,2903,2,1,1,1,2,3,3,2,2,2,2,3,2,1,0,1.0,neutral or dissatisfied,12/5/2025
207,8378,Female,Loyal Customer,17,Business travel,Business,3170,5,5,5,5,5,5,5,5,1,3,3,1,5,5,16,0.0,satisfied,6/14/2026
208,82080,Female,Loyal Customer,50,Business travel,Eco,1276,2,2,2,2,4,2,3,2,2,2,2,1,2,1,35,49.0,neutral or dissatisfied,6/11/2026
209,107972,Female,disloyal Customer,40,Business travel,Business,825,4,4,4,3,5,4,5,5,5,3,4,3,5,5,0,4.0,satisfied,11/17/2024
210,101228,Male,Loyal Customer,47,Business travel,Business,2204,5,5,5,5,4,4,4,2,2,2,2,4,2,3,6,0.0,satisfied,1/2/2026
211,85577,Female,Loyal Customer,80,Business travel,Business,3464,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0.0,satisfied,8/18/2025
212,2717,Female,Loyal Customer,38,Personal Travel,Eco,562,5,3,5,3,4,5,4,4,1,1,3,4,3,4,0,0.0,satisfied,12/20/2024
213,88529,Male,Loyal Customer,31,Personal Travel,Eco,404,5,1,5,3,3,5,3,3,4,2,4,4,4,3,0,0.0,satisfied,9/2/2025
214,91613,Male,Loyal Customer,59,Business travel,Business,1199,4,2,2,2,5,4,4,4,4,4,4,3,4,1,0,15.0,neutral or dissatisfied,3/10/2025
215,88865,Female,Loyal Customer,22,Business travel,Business,1968,4,4,4,4,4,4,4,4,1,2,3,4,4,4,0,0.0,neutral or dissatisfied,1/19/2026
216,96960,Female,Loyal Customer,53,Business travel,Business,2560,5,5,5,5,5,4,5,3,3,3,3,3,3,3,0,3.0,satisfied,7/2/2024
217,51191,Female,Loyal Customer,56,Business travel,Eco Plus,308,4,2,2,2,5,3,4,4,4,4,4,5,4,2,0,0.0,satisfied,11/18/2026
218,9461,Female,Loyal Customer,48,Personal Travel,Eco,362,4,4,5,3,2,4,5,3,3,5,3,5,3,4,0,0.0,neutral or dissatisfied,1/5/2025
219,66384,Male,disloyal Customer,38,Business travel,Business,1562,3,3,3,5,2,3,2,2,5,2,5,3,4,2,2,25.0,neutral or dissatisfied,12/10/2026
220,41934,Male,Loyal Customer,64,Personal Travel,Eco,129,1,0,1,2,1,1,1,1,3,2,5,4,4,1,13,9.0,neutral or dissatisfied,8/17/2026
221,25381,Male,Loyal Customer,67,Personal Travel,Eco,591,2,4,2,3,5,2,3,5,4,4,4,3,5,5,0,0.0,neutral or dissatisfied,9/3/2026
222,14757,Female,Loyal Customer,62,Business travel,Business,3692,2,2,4,2,3,4,2,4,4,4,4,1,4,2,0,0.0,satisfied,7/26/2024
223,94013,Male,Loyal Customer,57,Business travel,Business,1859,1,1,1,1,2,5,5,4,4,4,4,5,4,5,16,15.0,satisfied,1/27/2025
224,80107,Female,disloyal Customer,27,Business travel,Eco,986,2,1,1,3,1,2,1,1,1,5,1,1,3,1,24,32.0,neutral or dissatisfied,8/9/2024
225,23590,Female,disloyal Customer,25,Business travel,Eco,1024,1,1,1,3,5,1,5,5,1,4,4,1,4,5,13,11.0,neutral or dissatisfied,9/5/2025
226,110384,Female,Loyal Customer,52,Business travel,Eco,919,3,4,4,4,3,2,2,3,3,3,3,1,3,1,85,72.0,neutral or dissatisfied,9/8/2025
227,15069,Female,Loyal Customer,45,Business travel,Eco Plus,576,4,2,2,2,3,1,3,4,4,4,4,5,4,2,0,0.0,satisfied,10/21/2026
228,17128,Female,disloyal Customer,23,Business travel,Eco,423,3,3,3,3,1,3,1,1,2,2,3,3,3,1,6,13.0,neutral or dissatisfied,7/28/2024
229,54060,Male,Loyal Customer,55,Business travel,Eco,1416,5,2,2,2,5,5,5,5,4,3,5,2,5,5,1,0.0,satisfied,2/11/2025
230,129240,Male,Loyal Customer,53,Business travel,Business,1464,3,2,2,2,5,4,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied,9/14/2024
231,97165,Female,Loyal Customer,9,Personal Travel,Eco,715,4,4,4,3,1,4,1,1,5,4,4,4,4,1,11,4.0,satisfied,9/4/2025
232,111696,Male,Loyal Customer,33,Business travel,Business,541,2,2,3,2,4,4,4,4,5,2,5,3,4,4,86,85.0,satisfied,1/16/2025
233,1887,Male,disloyal Customer,64,Business travel,Business,293,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,0.0,neutral or dissatisfied,6/23/2025
234,89086,Female,disloyal Customer,8,Business travel,Eco,2092,2,3,3,3,4,2,4,4,4,3,3,3,3,4,26,23.0,neutral or dissatisfied,9/20/2025
235,35485,Male,Loyal Customer,34,Personal Travel,Eco,1053,4,4,4,1,3,4,3,3,3,2,5,3,5,3,34,15.0,neutral or dissatisfied,4/16/2024
236,35719,Male,Loyal Customer,59,Personal Travel,Eco,2521,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,2.0,neutral or dissatisfied,10/26/2026
237,85669,Female,Loyal Customer,13,Business travel,Business,2544,3,1,3,3,3,3,3,3,4,3,4,3,3,3,0,0.0,neutral or dissatisfied,4/16/2025
238,1137,Male,Loyal Customer,44,Personal Travel,Eco,158,4,4,4,2,2,4,2,2,2,5,1,4,5,2,0,0.0,neutral or dissatisfied,2/18/2026
239,8358,Male,Loyal Customer,54,Business travel,Business,1741,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0,satisfied,6/12/2026
240,17217,Male,Loyal Customer,36,Business travel,Business,2651,4,4,4,4,3,4,4,5,5,5,5,5,5,3,10,0.0,satisfied,4/19/2026
241,44847,Female,Loyal Customer,11,Personal Travel,Eco,760,3,5,3,1,5,3,5,5,3,5,5,4,4,5,102,88.0,neutral or dissatisfied,4/20/2024
242,96673,Female,Loyal Customer,32,Personal Travel,Eco,1036,1,5,1,2,5,1,5,5,5,5,5,5,4,5,12,9.0,neutral or dissatisfied,9/17/2024
243,80152,Male,Loyal Customer,42,Business travel,Eco,2586,1,3,3,3,1,1,1,3,5,2,3,1,4,1,0,0.0,neutral or dissatisfied,6/7/2026
244,82277,Female,disloyal Customer,27,Business travel,Eco,1081,1,1,1,4,2,1,2,2,1,5,3,3,1,2,4,0.0,neutral or dissatisfied,10/7/2025
245,123927,Male,Loyal Customer,33,Personal Travel,Eco,646,2,4,2,3,3,2,3,3,4,1,3,2,5,3,1,0.0,neutral or dissatisfied,12/5/2024
246,115766,Female,Loyal Customer,28,Business travel,Business,308,1,3,3,3,1,1,1,1,3,3,3,3,3,1,0,0.0,neutral or dissatisfied,9/9/2026
247,21134,Male,Loyal Customer,44,Personal Travel,Eco,227,4,5,0,1,2,0,2,2,3,4,4,5,5,2,0,0.0,satisfied,4/28/2026
248,112062,Male,disloyal Customer,49,Business travel,Eco,1754,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,28.0,neutral or dissatisfied,3/12/2024
249,28643,Male,Loyal Customer,59,Business travel,Business,2176,2,3,2,2,3,5,2,5,5,5,5,4,5,4,5,0.0,satisfied,10/21/2024
250,108010,Male,disloyal Customer,20,Business travel,Business,271,0,0,0,1,1,0,1,1,5,4,4,4,4,1,0,0.0,satisfied,1/12/2026
251,92145,Female,Loyal Customer,46,Business travel,Business,1522,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,1/8/2025
252,115846,Male,Loyal Customer,36,Business travel,Eco,325,5,5,5,5,5,5,5,5,1,5,3,1,3,5,0,0.0,satisfied,2/10/2026
253,99685,Female,Loyal Customer,62,Business travel,Business,3217,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,16.0,satisfied,8/4/2026
254,112072,Male,Loyal Customer,59,Business travel,Business,1491,3,3,3,3,2,4,4,3,3,2,3,4,3,3,15,14.0,satisfied,6/15/2025
255,119226,Female,Loyal Customer,29,Personal Travel,Eco,331,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,0.0,neutral or dissatisfied,1/13/2024
256,115925,Female,disloyal Customer,41,Business travel,Business,371,2,2,2,1,1,2,1,1,4,4,2,1,1,1,35,30.0,neutral or dissatisfied,11/24/2025
257,106552,Male,Loyal Customer,7,Personal Travel,Eco,727,1,5,1,3,4,1,4,4,4,1,1,5,4,4,0,0.0,neutral or dissatisfied,4/26/2026
258,25126,Female,Loyal Customer,65,Personal Travel,Business,1249,3,5,3,2,4,4,4,3,3,3,3,4,3,5,40,44.0,neutral or dissatisfied,3/1/2026
259,33426,Male,Loyal Customer,50,Business travel,Business,2614,2,2,2,2,5,4,4,2,4,4,2,4,2,4,0,9.0,satisfied,6/21/2024
260,125844,Female,Loyal Customer,20,Business travel,Eco,951,2,3,3,3,2,2,4,2,3,5,3,1,4,2,57,41.0,neutral or dissatisfied,1/10/2026
261,70328,Female,Loyal Customer,58,Business travel,Business,2498,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,0.0,satisfied,7/23/2026
262,88847,Female,Loyal Customer,45,Personal Travel,Eco Plus,545,2,5,2,2,4,1,1,2,2,2,4,4,2,3,14,20.0,neutral or dissatisfied,7/4/2026
263,108398,Male,Loyal Customer,46,Personal Travel,Eco Plus,1838,1,5,1,3,5,1,5,5,3,2,5,4,5,5,0,0.0,neutral or dissatisfied,5/8/2026
264,97316,Female,Loyal Customer,43,Business travel,Business,3724,3,3,3,3,4,4,5,5,5,5,5,4,5,3,19,7.0,satisfied,8/12/2024
265,124811,Male,disloyal Customer,26,Business travel,Business,280,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,6.0,neutral or dissatisfied,11/3/2025
266,23012,Male,Loyal Customer,41,Business travel,Eco Plus,641,5,1,1,1,5,5,5,5,3,4,3,5,5,5,0,0.0,satisfied,10/17/2025
267,18088,Female,Loyal Customer,50,Personal Travel,Eco,488,3,5,3,1,3,4,5,5,5,3,5,5,5,3,0,0.0,neutral or dissatisfied,4/28/2024
268,37982,Male,Loyal Customer,38,Personal Travel,Business,1237,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0.0,neutral or dissatisfied,6/23/2024
269,31332,Female,disloyal Customer,38,Business travel,Eco,1062,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,0.0,neutral or dissatisfied,9/7/2025
270,97455,Female,Loyal Customer,55,Business travel,Business,2699,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,3.0,satisfied,1/21/2025
271,28901,Female,Loyal Customer,49,Business travel,Business,679,1,1,1,1,2,5,4,4,4,4,4,2,4,1,51,71.0,satisfied,3/28/2026
272,107606,Male,disloyal Customer,33,Business travel,Business,423,4,4,4,3,4,4,4,4,3,2,4,5,5,4,0,5.0,neutral or dissatisfied,10/9/2025
273,53258,Female,Loyal Customer,57,Business travel,Business,4817,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19.0,satisfied,1/7/2024
274,14292,Female,Loyal Customer,35,Business travel,Business,3833,3,3,3,3,3,2,3,5,5,5,5,4,5,4,0,3.0,satisfied,1/13/2026
275,68232,Female,Loyal Customer,40,Business travel,Business,2559,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0.0,satisfied,12/25/2026
276,51224,Female,disloyal Customer,37,Business travel,Eco Plus,373,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,0.0,neutral or dissatisfied,6/6/2026
277,121386,Female,Loyal Customer,52,Personal Travel,Eco,2279,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,79.0,neutral or dissatisfied,4/5/2025
278,31668,Male,Loyal Customer,41,Business travel,Eco,862,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,0.0,satisfied,2/13/2026
279,24628,Female,Loyal Customer,14,Personal Travel,Eco,666,3,3,3,2,3,1,1,4,2,1,5,1,4,1,243,251.0,neutral or dissatisfied,10/19/2026
280,95876,Female,Loyal Customer,32,Business travel,Business,759,2,2,2,2,5,4,5,5,3,5,4,4,4,5,0,0.0,satisfied,9/21/2026
281,62793,Male,Loyal Customer,11,Personal Travel,Eco,2338,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,151.0,neutral or dissatisfied,1/11/2025
282,83516,Male,Loyal Customer,12,Personal Travel,Eco,946,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0.0,neutral or dissatisfied,6/16/2024
283,13221,Male,Loyal Customer,41,Business travel,Eco,772,4,3,3,3,4,4,4,4,2,1,4,4,3,4,0,0.0,satisfied,4/5/2025
284,100404,Female,disloyal Customer,45,Business travel,Business,1011,3,2,2,5,4,3,4,4,4,3,4,4,5,4,0,0.0,neutral or dissatisfied,2/15/2026
285,121453,Male,disloyal Customer,21,Business travel,Eco,257,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,1.0,neutral or dissatisfied,7/17/2024
286,21454,Female,Loyal Customer,31,Business travel,Eco,164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0.0,neutral or dissatisfied,8/2/2025
287,15937,Male,Loyal Customer,38,Business travel,Eco,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17.0,satisfied,4/23/2025
288,70105,Male,Loyal Customer,40,Business travel,Business,2280,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,38.0,satisfied,5/23/2025
289,47540,Male,Loyal Customer,13,Personal Travel,Eco,590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0.0,satisfied,9/1/2025
290,57561,Female,Loyal Customer,44,Business travel,Business,1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5.0,satisfied,8/8/2025
291,124103,Female,Loyal Customer,66,Business travel,Business,2264,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied,7/6/2026
292,125736,Female,Loyal Customer,30,Business travel,Eco Plus,814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0.0,satisfied,7/15/2025
293,93362,Male,Loyal Customer,44,Personal Travel,Eco,1024,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,0.0,neutral or dissatisfied,5/6/2025
294,95429,Female,Loyal Customer,53,Business travel,Business,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0.0,satisfied,6/20/2026
295,106943,Female,Loyal Customer,37,Business travel,Business,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,12.0,satisfied,8/15/2026
296,100691,Female,Loyal Customer,39,Personal Travel,Eco,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30.0,neutral or dissatisfied,8/11/2026
297,119948,Male,disloyal Customer,29,Business travel,Business,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0.0,neutral or dissatisfied,5/9/2025
298,15778,Male,Loyal Customer,38,Business travel,Eco,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65.0,neutral or dissatisfied,3/27/2025
299,68342,Male,Loyal Customer,59,Business travel,Business,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0.0,satisfied,9/15/2026
300,24665,Male,Loyal Customer,19,Personal Travel,Eco,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65.0,neutral or dissatisfied,4/11/2024
301,81029,Female,Loyal Customer,39,Business travel,Business,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,4.0,satisfied,8/7/2026
302,70371,Male,Loyal Customer,22,Personal Travel,Eco,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10.0,neutral or dissatisfied,4/23/2024
303,1386,Male,Loyal Customer,50,Personal Travel,Eco Plus,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10.0,satisfied,7/17/2024
304,35225,Male,Loyal Customer,22,Business travel,Eco,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62.0,satisfied,6/28/2024
305,86204,Male,Loyal Customer,56,Business travel,Business,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1.0,satisfied,1/16/2025
306,126370,Male,Loyal Customer,39,Personal Travel,Eco,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0.0,neutral or dissatisfied,11/11/2025
307,116184,Male,Loyal Customer,29,Personal Travel,Eco,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,0.0,satisfied,6/27/2024
308,89613,Male,Loyal Customer,42,Business travel,Business,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0.0,satisfied,12/24/2026
309,99020,Male,Loyal Customer,56,Business travel,Business,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21.0,satisfied,6/21/2026
310,18463,Male,Loyal Customer,27,Business travel,Business,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1.0,satisfied,3/8/2025
311,96637,Female,disloyal Customer,21,Business travel,Eco,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0.0,neutral or dissatisfied,11/3/2024
312,114678,Female,Loyal Customer,42,Business travel,Business,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,17.0,satisfied,11/22/2024
313,97639,Female,Loyal Customer,48,Business travel,Business,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68.0,satisfied,4/26/2024
314,75061,Male,Loyal Customer,53,Business travel,Business,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0.0,satisfied,6/18/2026
315,51744,Female,Loyal Customer,64,Personal Travel,Eco,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0.0,neutral or dissatisfied,4/11/2026
316,44413,Female,Loyal Customer,49,Personal Travel,Eco,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0.0,neutral or dissatisfied,4/11/2026
317,2389,Female,Loyal Customer,49,Business travel,Business,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,4.0,satisfied,4/15/2026
318,105062,Male,Loyal Customer,23,Personal Travel,Eco Plus,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0.0,neutral or dissatisfied,8/14/2026
319,91464,Male,Loyal Customer,50,Business travel,Business,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29.0,neutral or dissatisfied,9/10/2026
320,55721,Male,Loyal Customer,51,Personal Travel,Eco Plus,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,0.0,neutral or dissatisfied,4/28/2026
321,65726,Male,Loyal Customer,34,Business travel,Business,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied,11/16/2026
322,8473,Female,Loyal Customer,49,Business travel,Business,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40.0,satisfied,9/12/2024
323,13488,Female,Loyal Customer,56,Business travel,Eco,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4.0,satisfied,10/13/2025
324,58611,Male,Loyal Customer,46,Business travel,Business,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24.0,satisfied,10/24/2025
325,39607,Male,Loyal Customer,25,Personal Travel,Eco,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0.0,neutral or dissatisfied,4/13/2025
326,41704,Female,Loyal Customer,68,Personal Travel,Eco Plus,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0.0,neutral or dissatisfied,7/17/2024
327,126579,Female,Loyal Customer,10,Personal Travel,Eco,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93.0,neutral or dissatisfied,5/23/2026
328,44232,Female,Loyal Customer,44,Business travel,Eco,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0.0,satisfied,11/15/2025
329,44021,Male,Loyal Customer,61,Personal Travel,Business,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0.0,neutral or dissatisfied,11/2/2025
330,67502,Female,Loyal Customer,18,Personal Travel,Eco Plus,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,1.0,neutral or dissatisfied,3/24/2026
331,19525,Female,Loyal Customer,58,Business travel,Business,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0.0,satisfied,9/16/2024
332,110015,Female,Loyal Customer,58,Business travel,Business,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41.0,neutral or dissatisfied,5/15/2024
333,30960,Male,Loyal Customer,64,Personal Travel,Eco,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5.0,neutral or dissatisfied,6/5/2024
334,2153,Male,Loyal Customer,66,Personal Travel,Business,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,0.0,neutral or dissatisfied,2/11/2025
335,115097,Female,disloyal Customer,21,Business travel,Business,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12.0,satisfied,9/1/2024
336,63204,Male,Loyal Customer,39,Business travel,Business,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0.0,satisfied,6/22/2024
337,113849,Male,Loyal Customer,50,Business travel,Business,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232.0,satisfied,7/6/2025
338,95508,Female,Loyal Customer,43,Business travel,Eco Plus,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11.0,neutral or dissatisfied,7/13/2024
339,112350,Male,Loyal Customer,41,Business travel,Business,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0.0,satisfied,6/19/2026
340,20650,Male,Loyal Customer,46,Business travel,Eco,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0.0,satisfied,10/11/2025
341,65517,Male,Loyal Customer,41,Business travel,Business,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6.0,satisfied,8/15/2024
342,116988,Female,Loyal Customer,31,Business travel,Eco,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0.0,neutral or dissatisfied,8/3/2025
343,116210,Female,Loyal Customer,53,Personal Travel,Eco,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13.0,neutral or dissatisfied,2/16/2024
344,15218,Female,Loyal Customer,39,Business travel,Business,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0.0,satisfied,12/9/2026
345,35387,Female,Loyal Customer,53,Business travel,Business,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156.0,satisfied,6/1/2024
346,20002,Male,Loyal Customer,25,Business travel,Eco,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4.0,satisfied,7/16/2026
347,102927,Female,disloyal Customer,20,Business travel,Eco,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14.0,neutral or dissatisfied,11/20/2025
